organisation,address,name
Singapore Youth Choir,TAMPINES ST 96,
Singapore Youth Drama Club,TAMPINES ST 96,
Singapore Youth Olympic Games Organising Committee,HOUGANG AVE 9,
Singapore Youth Orchestra,JURONG WEST ST 91,
Singapore Zoological Gardens,HOUGANG AVE 9,
Singaporeans First,JURONG WEST ST 93,
Singapura Building Society Ltd,TAMPINES ST 96,
Singapura Chamber Orchestra,TAMPINES ST 96,
Singapura Finance Ltd,TAMPINES ST 96,
Singbridge,TAMPINES ST 96,
SingHealth,TAMPINES ST 96,
SingHealth Community Hospitals,HOUGANG AVE 9,
SingHealth Polyclinics,JURONG WEST ST 93,
SingPost,HOUGANG AVE 9,
Siong Hoe Biscuit Factory,HOUGANG AVE 9,
Siong Leng Musical Association,JURONG WEST ST 93,
Siow's Clan Guild Association,JURONG WEST ST 93,
Sir Manasseh Meyer International School,JURONG WEST ST 93,
Sitting in Pictures,HOUGANG AVE 9,
Siu Heng Wui Kun,JURONG WEST ST 93,
Six D Pte Ltd,HOUGANG ST 91,
SJI International School,ALJUNIED CRES,
SkillsFuture Singapore,BEDOK NTH AVE 4,
Skive,C'WEALTH CRES,
Sky Greens,GEYLANG BAHRU,
Skyshot Pte Ltd,JLN DUA,
Sleeq (Musical group),LOR 3 TOA PAYOH,
Smart Nation Programme Office,WHAMPOA DR,
SMRT Buses,ALJUNIED CRES,
SMRT Corporation,HOUGANG ST 91,
SMRT Taxis,HOUGANG ST 91,
SMRT Trains,HOUGANG ST 91,
SMU School of Information Systems,HOUGANG ST 91,
So Drama! Entertainment,HOUGANG ST 91,
Social Innovation Park,HOUGANG ST 91,
Social Service Institute,HOUGANG ST 91,
Social Service Training Institute,JURONG WEST ST 93,
Socialist Front,HOUGANG ST 91,
Society Against Family Violence,JURONG WEST ST 93,
Society for Continence,HOUGANG ST 91,
Society for Reading and Literacy,JURONG WEST ST 93,
Society for the Aged Sick,JURONG WEST ST 93,
Society for the Prevention of Cruelty to Animals,JURONG WEST ST 93,
The Society of Chinese Artists,BUANGKOK CRES,
Society of Infectious Diseases (Singapore),BUANGKOK CRES,
Society of Interior Designers Singapore,JURONG WEST ST 93,
Society of Occupational Medicine,BUANGKOK CRES,
Society of Remisiers (Singapore),BUANGKOK CRES,
Society of Sheng Hong Welfare Services,BUANGKOK CRES,
Society of Singapore Writers,ALJUNIED CRES,
Society of St Vincent de Paul,BEDOK NTH AVE 4,
Society of Tourist Guides,C'WEALTH CRES,
Society Staples,LOR 1 TOA PAYOH,
Soh Clan Association,WHAMPOA DR,
Soka Gakkai Singapore,ALJUNIED CRES,
SOL Pictures,LOR 3 TOA PAYOH,
Solar Energy Research Institute of Singapore,WHAMPOA DR,
The Song Heng Association,BUANGKOK CRES,
Song Lovers Choral Society,JURONG WEST ST 93,
Soobin Art Gallery,BUANGKOK CRES,
Soobin Art International,BUANGKOK CRES,
Sora Media Pte Ltd,BUANGKOK CRES,
Sorak Financial Holdings,BUANGKOK CRES,
Soul Dot Pte Ltd,BUANGKOK CRES,
Sound Alchemy,BUANGKOK CRES,
Sound Salvation,BUANGKOK CRES,
South-East Asia Art Association,BUANGKOK CRES,
South East Community Development Council,BUANGKOK CRES,
"South Seas Society, Singapore",BUANGKOK CRES,
Marine Fisheries Research Department,BUANGKOK LINK,
The Southeast Asian Research Centre,BUANGKOK LINK,
Southern Arts Ensemble,BUANGKOK LINK,
Southern Arts Society,BUANGKOK LINK,
SP Group,BUANGKOK LINK,
Speak Good English Movement Steering Committee,BUANGKOK CRES,
Special Olympics Singapore,BUANGKOK CRES,
Specialists Accreditation Board,BUANGKOK CRES,
spell#7,BUANGKOK CRES,
SPH AsiaOne Ltd,JURONG WEST ST 93,
SPH Magazines,BUANGKOK CRES,
SPH Media,JURONG WEST ST 93,
SPH MediaWorks,BUANGKOK CRES,
SPH Radio,JURONG WEST ST 93,
The Spiritual 70's,BUANGKOK CRES,
Sport Singapore,JURONG WEST ST 93,
Sports Boules Singapore,BUANGKOK CRES,
Sports Medicine Association Singapore,JURONG WEST ST 93,
SportsHub Pte Ltd,BUANGKOK GREEN,
SPRING Singapore,JURONG WEST ST 93,
Springfield Secondary School,BUANGKOK GREEN,
Sree Narayana Mission (Singapore),JURONG WEST ST 93,
Sri Anggerek Bangsawan,BUANGKOK GREEN,
Sri Arasakesari Sivan Temple,JURONG WEST ST 93,
Sri Guru Nanak Sat Sang Sabha,JURONG WEST ST 93,
Sri Mahligai,BUANGKOK GREEN,
Sri Mariamman Temple,JURONG WEST ST 93,
Sri Muneeswaran Temple,BUANGKOK GREEN,
Sri Ruthra Kaliamman Temple,JURONG WEST ST 93,
Sri Senpaga Vinayagar Temple,BUANGKOK GREEN,
Sri Veeramakaliamman Temple,JURONG WEST ST 93,
Sri Warisan,BUANGKOK GREEN,
ST Engineering,JURONG WEST ST 93,
Sriwa,JURONG WEST ST 93,
SSC Changi Sailing Club,JURONG WEST ST 93,
SSO Ladies' League,JURONG WEST ST 93,
St Andrew's Autism Centre,JURONG WEST ST 93,
St Andrew’s Church Mission School,ALJUNIED CRES,
St Andrew's Community Hospital,BEDOK NTH AVE 4,
St Andrew's Junior College,C'WEALTH CRES,
St Andrew's Junior School,OLD AIRPORT RD,
St Andrew's Medical Mission,WHAMPOA DR,
St Andrew's Mission Hospital,LOR 2 TOA PAYOH,
St Andrew's School,LOR 2 TOA PAYOH,
St Andrew's Secondary School,LOR 2 TOA PAYOH,
St Anthony's Canossian Primary School,JURONG WEST ST 93,
St Anthony's Canossian Secondary School,JURONG WEST ST 93,
St Anthony's Convent,JURONG WEST ST 93,
St Anthony's Convent Primary School,JURONG WEST ST 93,
St Anthony's Convent Secondary School,BUANGKOK LINK,
St Anthony's Girls' School,UPP JURONG RD,
St Anthony's Primary School,BUANGKOK LINK,
ST Assembly Test Services,UPP JURONG RD,
ST Electronics,BUANGKOK LINK,
ST Engineering Staff Union,UPP JURONG RD,
St Gabriel's Primary School,BUANGKOK LINK,
St Gabriel's School,UPP JURONG RD,
St Gabriel's Secondary School,BUANGKOK LINK,
St George’s Tamil Language Centre,UPP JURONG RD,
St George’s Tamil Primary School,BUANGKOK LINK,
St Hilda's Church,UPP JURONG RD,
St Hilda's Primary School,BUANGKOK LINK,
St Hilda's School,BUANGKOK LINK,
St Hilda's Secondary School,BUANGKOK LINK,
St John Ambulance Association,BUANGKOK LINK,
St John Ambulance Brigade,BUANGKOK LINK,
St John Ambulance Singapore,BUANGKOK LINK,
St John Singapore,BUANGKOK LINK,
St Joseph's Church (Bukit Timah),BUANGKOK CRES,
St Joseph's Home,BUANGKOK CRES,
St Joseph's Institution,BUANGKOK CRES,
St Joseph's Institution Junior,BUANGKOK CRES,
St Luke’s ElderCare,BUANGKOK CRES,
St Luke's Hospital,BUANGKOK CRES,
St Margaret's Primary School,BUANGKOK CRES,
St Margaret's School,BUANGKOK CRES,
St Margaret's Secondary School,BUANGKOK CRES,
St Matthew's Church,BUANGKOK CRES,
St Michael's School,BUANGKOK CRES,
St Nicholas Girls’ School,BUANGKOK CRES,
St Patrick's School,BUANGKOK CRES,
St Paul's Church,BUANGKOK CRES,
St Stephen's School,BUANGKOK CRES,
ST Telemedia,BUANGKOK CRES,
St Teresa's High School,BUANGKOK CRES,
St Teresa's Sino-English Primary School,BUANGKOK CRES,
St Teresa's Sino-English School,BUANGKOK CRES,
St Theresa's Home,BUANGKOK CRES,
St Thomas Secondary School,,
Staff Training Institute,,
Staff Union of NTUC-ARU,,
The Stage Club,,
Stamford Girls' School,,
Stamford Primary School,,
Standard Chartered Bank (Singapore),,
Star Disc Records (S) Pte Ltd,,
Stardust Story Pte Ltd,,
StarHub,,
STATS ChipPAC,,
Stellar Memory,,
Stikfas Pte Ltd,,
Stirling Town United Football Club,,
Stock Exchange of Malaysia and Singapore,,
Stock Exchange of Singapore,,
Stompin' Ground,,
Stoned Revivals,,
Straco Corporation,,
Straits Chinese British Association,,
Straits Chinese Football Association,,
Straits Chinese Presbyterian Church,,
Straits Chinese Recreation Club,,
Straits Settlements and Federated Malay States Government Medical School,,
Straits Settlements Police Force,,
Straits Settlements Volunteer Force,,
Straits Shipping,,
Straits Steamship Labour Organisation,,
Straits Times Press,,
The Straits Times School Pocket Money Fund,,
Straits Trading Company,,
Strata Titles Boards,,
Strategic Moves Pte Ltd,,
The Straws,,
The Straydogs,,
Street and Building Names Board,,
Strides Premier,,
Strides Taxi,,
Stroke Support Station,,
Stroll (Musical group),,
Studio Z Pte Ltd,,
Studio59 Concepts,,
Studiomonki,,
Style Records Company,,
The Stylers,,
The Substation,,
Subway Band,,
Successor Choral Society,,
Suchness (Musical group),,
Sugarflies,,
The Sunday Bible School,,
Sunjin Galleries,,
Sunshine Allied Investments Limited,,
Sunshine Welfare Action Mission,,
Suntree Media,,
Supervisory and Management Training Association of Singapore,,
Supply Chain Employees Union,,
Surbana Corporation,,
Surbana International Consultants,,
Surbana Jurong,,
The Surfers,,
Survey Research Singapore,,
The Swallows,,
Swan & Lermit,,
Swan & Maclaren,,
Swee Kee Chicken Rice Restaurant,,
Sweet Charity,,
Sweet September,,
Swift Athletes Association,,
Swiss Club Singapore,,
Swiss Rifle Shooting Club of Singapore,,
SYC Ensemble Singers,,
Syme & Co,,
Syonan Medical College,,
T'ang Quartet,,
T.H.E. Dance Company,,
T:>Works,,
TAA Trust Fund,,
Tagore Society Singapore,,
Tah Chung Emporium,,
Tai Chong Kok,,
Tai Hua Food Industries,,
"The Tai Ping Insurance Co Ltd, Singapore Branch",,
Tai Tong Ah Co Pte Ltd,,
Takashimaya Singapore,,
Taman Bacaan,,
Taman Jurong Community Club,,
Tamil Cyber Society,,
Tamil Girls' School,,
Tamil Language Cultural Society,,
Tamil Language Council,,
Tamil Language Learning and Promotion Committee,,
Tamil Pattimandra Kalai Kazhagam (Singapore),,
Tamils Representative Council,,
Tampines Central Community Club,,
Tampines Changkat Community Club,,
Tampines Community Centre,,
Tampines East Community Club,,
Tampines Junior College,,
Tampines Meridian Junior College,,
Tampines Regional Library,,
Tampines Rovers Football Club,,
Tampines West Community Club,,
Tan Chin Tuan Foundation,,
Tan Ean Kiam Foundation,,
Tan Hock Seng,,
Tan Tock Seng Hospital,,
Tanah Merah Country Club,,
Tanglin Community Club,,
Tang Nan Ah Co.,,
Tanglin Besar Malay School,,
Tania,,
Tanjong Katong Primary School,,
Tanjong Katong Swimming Party,,
Tanjong Pagar Dock Board,,
Tanjong Pagar Dock Company,,
Tanjong Rhu Boys’ School,,
Tanjong Rhu Girls' School,,
Tanjong Rhu Integrated Primary School,,
Tanjong Rhu Primary School,,
Taoist Mission (Singapore),,
Tarn Kah Keng Ying Charitable Dramatic Association,,
Tat Hong Holdings,,
Tat Lee Bank,,
Taxi Sifu Reading Club,,
Tay Buan Guan,,
Tay Guan Heng,,
TCA College,,
TCM Practitioners Board,,
Teachers' Training College,,
Teater Artistik,,
Teater Ekamatra,,
Tech Talent AssemBly,,
Tee Yih Jia Food Manufacturing,,
Teen Challenge Singapore,,
The Teepees,,
Telecommunication Authority of Singapore,,
Television Corporation of Singapore,,
Telok Ayer Chinese Methodist Church,,
Telok Ayer Community Centre,,
Telok Ayer Constituency Sports Club,,
Telok Ayer Girls' School,,
Telok Blangah Community Club,,
Telok Kurau East School,,
Telok Kurau English School,,
Telok Kurau Primary School,,
Temasek Foundation,,
Temasek Holdings,,
Temasek Junior College,,
Temasek Life Sciences Laboratory,,
Temasek Polytechnic,,
Temasek Primary School,,
Tembusu Art Gallery,,
Temple of Fine Arts,,
Ten Men Art Group,,
The TENG Company,,
TENG Ensemble,,
Teo Teck Huat Enterprises (Private) Limited,,
Teo Teck Huat Investments Pte Ltd,,
Teo Yeonh Huai Kuan,,
Teochew Chan Clan Association,,
Teochew Kang Hay T'ng,,
Teochew Poit Ip Huay Kuan,,
Teutonia Club,,
Textile and Fashion Federation,,
Tham Si Tsung She,,
Thau Yong Amateur Musical Association,,
Theatre Arts Troupe,,
Theatre Training & Research Programme,,
Theatreworks,,
Theng-Hai District Her Chiew Village Chua Clan Association,,
Theng Hai Huay Kuan,,
Think Centre,,
Third Floor Pictures Pte Ltd,,
Thomson Community Club,,
Thomson Medical Centre,,
Thomson Primary School,,
Thomson Road General Hospital,,
Thomson Road Hospital,,
Thong Chai Medical Institution,,
Thow Kwang Industry,,
Threesixzero Productions Pte Ltd,,
The Thunderbirds,,
Thy Creative Productions and Consultancy,,
Thye Hong Biscuits and Confectionery,,
Thye Hua Kwan Moral Society,,
Ti-Sarana Buddhist Association,,
Tian Hock Dian Temple,,
Tiang Lim Association,,
Tiao dong lü xiao zu,,
TIBS Holdings,,
The Tidbits,,
Tien Wah Press,,
Tiger Airways Singapore,,
Tiger Swimming Club,,
Times Bookstores,,
Times Publishing Limited,,
Tiong Bahru Secondary School,,
Times Publishing Berhad,,
Times Publishing Group Employees' Union,,
Tiong Bahru Community Centre,,
Tiong Bahru Constituency Sports Club,,
Tiramisu,,
Toa Payoh Central Community Club,,
Toa Payoh East Community Club,,
Toa Payoh Hospital,,
Toa Payoh Public Library,,
Toa Payoh Seu Teck Sean Tong,,
Toa Payoh West Community Club,,
"The Toh Kia District Association, Singapore",,
Toh-Si Cheng Gee Chor Shee,,
Tokio Marine Life Insurance Singapore,,
Tokyo Square,,
Tong Bee Sia,,
Tong Heng Sia,,
Tong Jum Chew Pte Ltd,,
Tong San Lee Chee Sia,,
Tongmenghui Singapore Branch,,
Tony Wong Co (Pte) Ltd,,
Too Phat,,
Toppan Leefung,,
Tote Board,,
Touch Community Services,,
Towner Primary School,,
Towner Road School,,
Townsville Institute,,
Toy Factory,,
Trade & Industry Association (Singapore),,
Tradewinds Airlines,,
Tradewinds Tours &Travel,,
Traditional Arts Centre (Singapore),,
Tragedy 253,,
Trailblazer Foundation,,
The Trailers,,
Trans-Cab Services,,
TRANS Family Services,,
Trans-Island Bus Services,,
Transient Workers Count Too,,
Transport Safety Investigation Bureau,,
Trez Amigos,,
Tribal Worldwide,,
Trinity Christian Centre,,
Trinity College,,
Trinity Theological College,,
Tripartite Alliance for Dispute Management,,
Tripartite Alliance for Fair and Progressive Employment Practices,,
Tripartite Alliance Limited,,
Triple V Creative Theatre,,
TripleNoize,,
Triyards Holdings Limited,,
Troika Restaurant,,
Tropical Literature & Art Club,,
Tropical Marine Science Institute,,
True Life Bible-Presbyterian Church,,
Tsao Foundation,,
Tuan Mong High School,,
Tuan Mong School,,
Tun Seri Lanang Secondary School,,
Tung Ann District Guild,,
Tung Chiang Chun Clansmen's Association,,
Tung On Wui Kun,,
Twang Bar Kings,,
TypeWriter,,
Tyros Global,,
Umar Pulavar Tamil High School,,
Umar Pulavar Tamil School,,
UMNO Singapore,,
Union Book Co. Pte Ltd,,
Union Jack Club,,
Union of ITE Training Staff,,
Union of Mobil Employees,,
Union of Power and Gas Employees,,
Union of Security Employees,,
Union of Telecoms Employees of Singapore,,
Union of Tripartite Alliance Limited,,
United Banks Recreation Club,,
United Chinese Library,,
United Indian Muslim Association,,
United Nations,,
United People's Front,,
United People's Party,,
United Workers of Electronics & Electrical Industries,,
United Workers of Petroleum Industry,,
United World College of South East Asia,,
Universal Blues Band,,
Upper Aljunied Technical High School,,
University of Malaya,,
"Faculty of Medicine, University of Malaya",,
University of Singapore,,
"Faculty of Medicine, University of Singapore",,
University of Singapore Students' Union,,
University of the Arts Singapore,,
University Socialist Club,,
University Women's Association (Singapore),,
UnUsUaL Limited,,
The Unwanted,,
The UnXpected,,
UOB Kay Hian,,
UOB-SMU Asian Enterprise Institute,,
UOB-SMU Entrepreneurship Alliance Centre,,
UOL Group,,
Upper Serangoon Secondary School,,
Upper Serangoon Technical School,,
Upside Down Concepts,,
Urban and Rural Services Advisory Council,,
Urban and Rural Services Consultative Committee,,
Urban Redevelopment Authority,,
Urban Sketchers Singapore,,
Urban Xchange,,
Urbankarma,,
The Usual Suspects,,
UTAC Group,,
Utterly Art,,
VA Studios,,
A Vacant Affair,,
Valour Primary School,,
Valuair,,
Vanguard Healthcare,,
Varnish,,
Varsha,,
Venture Corporation,,
Venture Manufacturing (Singapore),,
Verite Productions Pte Ltd,,
Vertical Rush,,
Vertical Submarine,,
Vertigo Pictures LLP,,
Very! Pte Ltd,,
Victoria Bridge School,,
Victoria Chorale,,
Victoria Girls' School,,
Victoria Junior College,,
Vigilante Corps,,
Vimalakirti Buddhist Centre,,
Violet Oon Singapore,,
"Visual, Audio, Creative Content Professionals Association",,
Vital,,
VIVA Foundation for Children with Cancer,,
Vocaluptuous,,
Volleyball Association of Singapore,,
Volunteer Action and Development Centre,,
Vox Camerata,,
VSL Systems Pte Ltd,,
W Architects,,
W!LD RICE,,
Wah Heng and Co.,,
Wah Lau Gang,,
WAREES,,
Water Network,,
Waterblush'D,,
Wawa Pictures Pte Ltd,,
WBL Corporation,,
Wearne Brothers Limited,,
Wearnes Air Services,,
Wearnes Automotive,,
Wee Swee Teow & Co,,
Wee Swee Teow LLP,,
Wei Sin School,,
Weiyu Films Pte Ltd,,
Wen Chow Wei Khan,,
Wesley Methodist Church,,
West Grand Boulevard,,
Western Union Band,,
Westlake Primary School,,
Westlake Secondary School,,
Westwood Secondary School,,
Whampoa Secondary School,,
Whampoe English School,,
Wheelchair Racing Association (Singapore),,
Whiteaway Laidlaw,,
Whitley Secondary School,,
Wicare Support Group,,
Wicked Aura Batucada,,
Wild Leitz (Singapore),,
Wild (Singapore),,
Wildlife Reserves Singapore,,
William Lim Associates,,
Willing Hearts,,
Willow Avenue Secondary School,,
Wind Bands Association of Singapore,,
Wing Tai Holdings,,
WINGS,,
Wings Athletic Club,,
Withers KhattarWong,,
WOHA,,
The Wolf Pact Media Pte Ltd,,
Women Empowered for Work and Mothering,,
Women's Football Association of Singapore,,
Wonder to Wander (Publisher),,
Wong Meng Meng & Partners,,
WongPartnership LLP,,
Woodbridge Hospital,,
Woodlands Community Club,,
Woodlands Regional Library,,
Woodlands Ring Secondary School,,
Woodlands Transport,,
Woodlands Wellington Football Club,,
Woodrose Publications,,
Woods & Davidson,,
Woodsville Primary School,,
Woosh Pictures Pte Ltd,,
Word Forward,,
Workers' Party,,
Workforce Singapore,,
WSH Institute,,
The World Red Swastika Society (Singapore Administration Centre),,
Wormrot,,
Wrestling Federation of Singapore,,
Write Editions,,
Wui Chiu Fui Kun Singapore,,
Wui Chiu Kongsi,,
Wui Neng Thung Heong Wui,,
X-Periment,,
Xapbox Media Pte Ltd,,
Xin Feng Poetry Association,,
Xin Sheng Poets' Society,,
Xinghua Primary School,,
Xingzhou Hongjiang Gongsuo,,
Xmi,,
Xtreme Media Pte Ltd,,
Ya Kun International,,
Ya Kun Kaya Toast,,
Ya yun xiao zu,,
Yakamashii,,
Yale-NUS College,,
Yang Clan General Association,,
Yasni United Football Club,,
Yellow Ribbon Singapore,,
Yellow-Top Taxis,,
Yen Leng Goh Clan General Association Singapore,,
Yeng Hong Athletic Association,,
Yeo Hiap Seng Limited,,
Yeow Si Kong Huay,,
Yeu Nerng School,,
Ying Fo Fui Kun,,
Yingchuan Tang Chan Si Wui Kun,,
Yio Chu Kang Secondary School,,
Yishun Community Hospital,,
Yishun Innova Junior College,,
Yishun Junior College,,
Yishun Public Library,,
Yock Eng High School,,
Yong-en Care Centre,,
Yong Loo Lin School of Medicine,,
Yong Siew Toh Conservatory of Music,,
You and Whose Army,,
Young NTUC,,
Young People's Performing Arts Ensemble,,
The Young Songwriters’ Society,,
The Youth Book Co.,,
Youth Corps Singapore,,
Youth Drama Group,,
Yu Neng Primary School,,
Yung An Primary School,,
Yusof Ishak Secondary School,,
